,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,413.037037,699.1304348,297.1851852,751.3043478,297.1851852,772.173913,317.3333333,970.4347826,372.7407407,1106.086957,302.2222222,740.8695652,327.4074074,907.826087,,,236.7407407,1116.521739,246.8148148,1356.521739,266.962963,1606.956522,166.2222222,1074.782609,196.4444444,1366.956522,176.2962963,1596.521739,408,667.826087,,,367.7037037,646.9565217,,
1,418.0740741,699.1304348,302.2222222,751.3043478,302.2222222,772.173913,312.2962963,970.4347826,367.7037037,1106.086957,317.3333333,751.3043478,342.5185185,907.826087,418.0740741,928.6956522,241.7777778,1106.086957,256.8888889,1346.086957,261.9259259,1606.956522,171.2592593,1074.782609,216.5925926,1356.521739,196.4444444,1586.086957,413.037037,667.826087,,,372.7407407,646.9565217,,
2,423.1111111,709.5652174,307.2592593,751.3043478,302.2222222,772.173913,312.2962963,970.4347826,367.7037037,1116.521739,322.3703704,751.3043478,332.4444444,907.826087,,,241.7777778,1095.652174,256.8888889,1356.521739,261.9259259,1617.391304,181.3333333,1064.347826,236.7407407,1356.521739,221.6296296,1596.521739,418.0740741,678.2608696,,,377.7777778,646.9565217,,
3,418.0740741,720,312.2962963,761.7391304,302.2222222,772.173913,312.2962963,970.4347826,357.6296296,1116.521739,327.4074074,761.7391304,357.6296296,907.826087,418.0740741,918.2608696,251.8518519,1106.086957,261.9259259,1366.956522,256.8888889,1606.956522,181.3333333,1074.782609,236.7407407,1356.521739,216.5925926,1586.086957,418.0740741,688.6956522,,,382.8148148,657.3913043,,
4,418.0740741,720,317.3333333,751.3043478,307.2592593,772.173913,307.2592593,970.4347826,352.5925926,1116.521739,332.4444444,761.7391304,377.7777778,907.826087,423.1111111,928.6956522,251.8518519,1116.521739,266.962963,1356.521739,251.8518519,1606.956522,186.3703704,1074.782609,292.1481481,1325.217391,241.7777778,1596.521739,418.0740741,699.1304348,,,382.8148148,657.3913043,,
5,423.1111111,720,317.3333333,751.3043478,312.2962963,772.173913,302.2222222,970.4347826,347.5555556,1106.086957,332.4444444,751.3043478,387.8518519,928.6956522,428.1481481,928.6956522,256.8888889,1106.086957,261.9259259,1377.391304,251.8518519,1606.956522,191.4074074,1074.782609,241.7777778,1366.956522,236.7407407,1586.086957,418.0740741,699.1304348,,,382.8148148,657.3913043,,
6,423.1111111,720,322.3703704,761.7391304,307.2592593,761.7391304,302.2222222,970.4347826,337.4814815,1106.086957,347.5555556,761.7391304,387.8518519,897.3913043,428.1481481,918.2608696,241.7777778,1095.652174,261.9259259,1366.956522,256.8888889,1606.956522,297.1851852,1116.521739,352.5925926,1356.521739,438.2222222,1471.304348,423.1111111,699.1304348,,,382.8148148,657.3913043,,
7,428.1481481,720,327.4074074,761.7391304,307.2592593,761.7391304,297.1851852,949.5652174,332.4444444,1095.652174,357.6296296,772.173913,392.8888889,907.826087,433.1851852,918.2608696,241.7777778,1095.652174,256.8888889,1377.391304,261.9259259,1606.956522,312.2962963,1095.652174,352.5925926,1346.086957,433.1851852,1481.73913,423.1111111,699.1304348,,,387.8518519,667.826087,,
8,433.1851852,720,332.4444444,761.7391304,312.2962963,761.7391304,287.1111111,939.1304348,327.4074074,1085.217391,357.6296296,772.173913,397.9259259,907.826087,433.1851852,928.6956522,241.7777778,1085.217391,261.9259259,1346.086957,256.8888889,1596.521739,292.1481481,1085.217391,367.7037037,1314.782609,443.2592593,1460.869565,428.1481481,699.1304348,,,392.8888889,667.826087,,
9,438.2222222,720,337.4814815,761.7391304,317.3333333,761.7391304,287.1111111,939.1304348,322.3703704,1085.217391,362.6666667,772.173913,397.9259259,886.9565217,433.1851852,918.2608696,241.7777778,1085.217391,266.962963,1356.521739,251.8518519,1596.521739,297.1851852,1085.217391,392.8888889,1335.652174,463.4074074,1460.869565,433.1851852,699.1304348,,,397.9259259,667.826087,,
10,448.2962963,720,342.5185185,761.7391304,327.4074074,772.173913,287.1111111,928.6956522,317.3333333,1085.217391,367.7037037,772.173913,402.962963,897.3913043,438.2222222,928.6956522,246.8148148,1085.217391,261.9259259,1366.956522,251.8518519,1606.956522,327.4074074,1085.217391,423.1111111,1335.652174,463.4074074,1481.73913,443.2592593,688.6956522,,,397.9259259,667.826087,,
11,448.2962963,720,342.5185185,761.7391304,327.4074074,772.173913,282.0740741,928.6956522,312.2962963,1085.217391,372.7407407,772.173913,413.037037,907.826087,438.2222222,928.6956522,251.8518519,1085.217391,261.9259259,1366.956522,251.8518519,1606.956522,342.5185185,1085.217391,428.1481481,1325.217391,468.4444444,1481.73913,448.2962963,699.1304348,,,408,667.826087,,
12,458.3703704,730.4347826,357.6296296,772.173913,337.4814815,772.173913,282.0740741,918.2608696,307.2592593,1074.782609,382.8148148,782.6086957,413.037037,897.3913043,438.2222222,918.2608696,256.8888889,1074.782609,261.9259259,1366.956522,251.8518519,1606.956522,347.5555556,1074.782609,438.2222222,1314.782609,463.4074074,1481.73913,458.3703704,699.1304348,,,413.037037,667.826087,,
13,468.4444444,720,362.6666667,772.173913,342.5185185,761.7391304,282.0740741,918.2608696,302.2222222,1074.782609,392.8888889,782.6086957,423.1111111,907.826087,448.2962963,918.2608696,266.962963,1074.782609,266.962963,1366.956522,256.8888889,1606.956522,362.6666667,1095.652174,443.2592593,1325.217391,397.9259259,1533.913043,463.4074074,688.6956522,,,418.0740741,667.826087,,
14,473.4814815,730.4347826,377.7777778,772.173913,352.5925926,772.173913,287.1111111,907.826087,302.2222222,1074.782609,402.962963,782.6086957,418.0740741,907.826087,443.2592593,928.6956522,277.037037,1074.782609,272,1366.956522,256.8888889,1606.956522,372.7407407,1095.652174,448.2962963,1325.217391,433.1851852,1533.913043,473.4814815,699.1304348,,,428.1481481,667.826087,,
15,483.5555556,720,387.8518519,772.173913,357.6296296,761.7391304,287.1111111,907.826087,307.2592593,1074.782609,418.0740741,782.6086957,428.1481481,939.1304348,448.2962963,949.5652174,287.1111111,1074.782609,282.0740741,1356.521739,256.8888889,1606.956522,382.8148148,1095.652174,453.3333333,1314.782609,468.4444444,1523.478261,478.5185185,688.6956522,,,433.1851852,667.826087,,
