,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,408,720,433.1851852,824.3478261,362.6666667,834.7826087,337.4814815,970.4347826,317.3333333,1064.347826,493.6296296,813.9130435,538.962963,949.5652174,544,1053.913043,418.0740741,1085.217391,428.1481481,1241.73913,458.3703704,1419.130435,493.6296296,1064.347826,498.6666667,1241.73913,518.8148148,1408.695652,397.9259259,699.1304348,423.1111111,699.1304348,377.7777778,720,453.3333333,720
1,408,720,433.1851852,824.3478261,367.7037037,834.7826087,342.5185185,970.4347826,322.3703704,1064.347826,498.6666667,813.9130435,544,949.5652174,554.0740741,1064.347826,418.0740741,1085.217391,428.1481481,1241.73913,453.3333333,1408.695652,493.6296296,1064.347826,503.7037037,1231.304348,523.8518519,1419.130435,397.9259259,709.5652174,423.1111111,699.1304348,382.8148148,720,453.3333333,720
2,413.037037,720,433.1851852,824.3478261,367.7037037,845.2173913,342.5185185,980.8695652,327.4074074,1074.782609,493.6296296,813.9130435,544,928.6956522,559.1111111,1043.478261,418.0740741,1074.782609,428.1481481,1241.73913,453.3333333,1408.695652,498.6666667,1053.913043,513.7777778,1241.73913,538.962963,1419.130435,402.962963,709.5652174,428.1481481,699.1304348,382.8148148,720,458.3703704,720
3,418.0740741,720,438.2222222,813.9130435,367.7037037,834.7826087,347.5555556,980.8695652,332.4444444,1074.782609,498.6666667,813.9130435,549.037037,928.6956522,564.1481481,1053.913043,423.1111111,1074.782609,428.1481481,1241.73913,453.3333333,1408.695652,503.7037037,1053.913043,518.8148148,1241.73913,544,1419.130435,408,709.5652174,433.1851852,709.5652174,387.8518519,720,458.3703704,720
4,418.0740741,720,438.2222222,813.9130435,372.7407407,834.7826087,352.5925926,970.4347826,337.4814815,1074.782609,503.7037037,813.9130435,559.1111111,939.1304348,564.1481481,1053.913043,423.1111111,1074.782609,428.1481481,1241.73913,448.2962963,1408.695652,503.7037037,1053.913043,523.8518519,1241.73913,549.037037,1408.695652,408,709.5652174,433.1851852,709.5652174,392.8888889,730.4347826,463.4074074,720
5,428.1481481,720,443.2592593,813.9130435,377.7777778,834.7826087,357.6296296,970.4347826,342.5185185,1074.782609,508.7407407,813.9130435,564.1481481,949.5652174,569.1851852,1053.913043,428.1481481,1074.782609,428.1481481,1241.73913,448.2962963,1408.695652,508.7407407,1053.913043,533.9259259,1241.73913,549.037037,1408.695652,413.037037,709.5652174,438.2222222,709.5652174,397.9259259,730.4347826,468.4444444,720
6,433.1851852,720,448.2962963,813.9130435,377.7777778,834.7826087,357.6296296,980.8695652,347.5555556,1085.217391,513.7777778,813.9130435,564.1481481,939.1304348,569.1851852,1053.913043,428.1481481,1074.782609,428.1481481,1241.73913,448.2962963,1408.695652,508.7407407,1053.913043,538.962963,1241.73913,554.0740741,1408.695652,418.0740741,709.5652174,443.2592593,699.1304348,402.962963,720,473.4814815,720
7,433.1851852,720,453.3333333,813.9130435,382.8148148,834.7826087,362.6666667,970.4347826,357.6296296,1074.782609,518.8148148,813.9130435,569.1851852,949.5652174,569.1851852,1053.913043,433.1851852,1074.782609,433.1851852,1241.73913,448.2962963,1408.695652,513.7777778,1053.913043,538.962963,1241.73913,554.0740741,1408.695652,418.0740741,709.5652174,448.2962963,709.5652174,402.962963,730.4347826,478.5185185,720
8,438.2222222,730.4347826,458.3703704,813.9130435,387.8518519,834.7826087,367.7037037,960,362.6666667,1074.782609,523.8518519,813.9130435,569.1851852,939.1304348,569.1851852,1053.913043,433.1851852,1074.782609,433.1851852,1252.173913,448.2962963,1408.695652,518.8148148,1053.913043,544,1241.73913,549.037037,1408.695652,423.1111111,720,448.2962963,709.5652174,408,730.4347826,478.5185185,720
9,438.2222222,730.4347826,463.4074074,813.9130435,392.8888889,824.3478261,372.7407407,960,367.7037037,1074.782609,528.8888889,813.9130435,574.2222222,928.6956522,564.1481481,1053.913043,438.2222222,1064.347826,433.1851852,1241.73913,448.2962963,1408.695652,523.8518519,1043.478261,544,1241.73913,549.037037,1408.695652,423.1111111,709.5652174,448.2962963,709.5652174,413.037037,730.4347826,483.5555556,720
10,443.2592593,730.4347826,468.4444444,813.9130435,397.9259259,824.3478261,382.8148148,949.5652174,377.7777778,1064.347826,533.9259259,813.9130435,574.2222222,918.2608696,564.1481481,1053.913043,438.2222222,1074.782609,433.1851852,1241.73913,448.2962963,1408.695652,523.8518519,1053.913043,549.037037,1241.73913,549.037037,1419.130435,428.1481481,720,453.3333333,720,413.037037,740.8695652,483.5555556,720
11,443.2592593,740.8695652,473.4814815,824.3478261,402.962963,824.3478261,382.8148148,949.5652174,382.8148148,1064.347826,544,824.3478261,574.2222222,928.6956522,564.1481481,1043.478261,438.2222222,1064.347826,433.1851852,1241.73913,448.2962963,1408.695652,528.8888889,1053.913043,549.037037,1241.73913,549.037037,1419.130435,433.1851852,720,453.3333333,720,418.0740741,740.8695652,488.5925926,720
12,448.2962963,740.8695652,473.4814815,824.3478261,408,834.7826087,387.8518519,949.5652174,392.8888889,1064.347826,549.037037,824.3478261,579.2592593,928.6956522,564.1481481,1053.913043,443.2592593,1064.347826,433.1851852,1241.73913,448.2962963,1408.695652,528.8888889,1053.913043,549.037037,1241.73913,554.0740741,1419.130435,438.2222222,720,458.3703704,720,423.1111111,740.8695652,493.6296296,720
13,453.3333333,740.8695652,478.5185185,824.3478261,408,824.3478261,387.8518519,949.5652174,397.9259259,1053.913043,549.037037,824.3478261,579.2592593,918.2608696,559.1111111,1053.913043,443.2592593,1064.347826,438.2222222,1252.173913,448.2962963,1408.695652,528.8888889,1053.913043,554.0740741,1241.73913,554.0740741,1419.130435,443.2592593,720,463.4074074,720,423.1111111,740.8695652,498.6666667,720
14,453.3333333,740.8695652,483.5555556,824.3478261,413.037037,824.3478261,392.8888889,939.1304348,397.9259259,1053.913043,549.037037,824.3478261,584.2962963,918.2608696,559.1111111,1043.478261,443.2592593,1064.347826,438.2222222,1241.73913,448.2962963,1408.695652,528.8888889,1053.913043,554.0740741,1241.73913,554.0740741,1419.130435,443.2592593,730.4347826,463.4074074,720,428.1481481,740.8695652,498.6666667,730.4347826
15,458.3703704,740.8695652,483.5555556,824.3478261,423.1111111,824.3478261,397.9259259,939.1304348,408,1053.913043,554.0740741,824.3478261,584.2962963,918.2608696,559.1111111,1043.478261,443.2592593,1064.347826,443.2592593,1241.73913,448.2962963,1408.695652,528.8888889,1053.913043,554.0740741,1241.73913,554.0740741,1419.130435,448.2962963,730.4347826,468.4444444,720,433.1851852,740.8695652,503.7037037,730.4347826
16,463.4074074,740.8695652,483.5555556,824.3478261,418.0740741,834.7826087,397.9259259,949.5652174,408,1053.913043,559.1111111,824.3478261,584.2962963,928.6956522,559.1111111,1053.913043,448.2962963,1064.347826,438.2222222,1241.73913,443.2592593,1408.695652,533.9259259,1053.913043,559.1111111,1241.73913,549.037037,1419.130435,448.2962963,730.4347826,473.4814815,720,433.1851852,740.8695652,503.7037037,730.4347826
17,463.4074074,740.8695652,488.5925926,824.3478261,418.0740741,834.7826087,397.9259259,949.5652174,408,1053.913043,559.1111111,824.3478261,589.3333333,928.6956522,564.1481481,1053.913043,448.2962963,1064.347826,438.2222222,1241.73913,443.2592593,1408.695652,533.9259259,1053.913043,554.0740741,1241.73913,554.0740741,1419.130435,453.3333333,730.4347826,473.4814815,720,438.2222222,740.8695652,508.7407407,730.4347826
